Date,Close
2021-12-21,319.4200134277344
2021-12-22,322.010009765625
2021-12-23,323.0
2021-12-27,329.8900146484375
2021-12-28,324.6600036621094
2021-12-29,323.17999267578125
2021-12-30,324.5899963378906
2021-12-31,321.3299865722656
2022-01-03,301.8299865722656
2022-01-04,281.5799865722656
2022-01-05,262.3299865722656
2022-01-06,260.2099914550781
2022-01-07,261.5299987792969
2022-01-10,275.6499938964844
2022-01-11,277.5299987792969
2022-01-12,273.9800109863281
2022-01-13,250.47000122070312
2022-01-14,254.74000549316406
2022-01-18,259.20001220703125
2022-01-19,253.11000061035156
2022-01-20,250.6699981689453
2022-01-21,241.94000244140625
2022-01-24,243.1999969482422
2022-01-25,228.8800048828125
2022-01-26,226.85000610351562
2022-01-27,223.0800018310547
2022-01-28,238.6999969482422
2022-01-31,257.1099853515625
2022-02-01,261.0899963378906
2022-02-02,257.5
2022-02-03,245.02000427246094
2022-02-04,258.9800109863281
2022-02-07,262.9200134277344
2022-02-08,270.7099914550781
2022-02-09,280.8500061035156
2022-02-10,284.1000061035156
2022-02-11,273.0
2022-02-14,274.42999267578125
2022-02-15,285.82000732421875
2022-02-16,280.8699951171875
2022-02-17,261.94000244140625
2022-02-18,255.22000122070312
2022-02-22,254.80999755859375
2022-02-23,239.39999389648438
2022-02-24,263.3800048828125
2022-02-25,221.85000610351562
2022-02-28,239.14999389648438
2022-03-01,247.8300018310547
2022-03-02,254.41000366210938
2022-03-03,242.02999877929688
2022-03-04,225.5
2022-03-07,204.3699951171875
2022-03-08,198.6300048828125
2022-03-09,212.35000610351562
2022-03-10,208.41000366210938
2022-03-11,201.13999938964844
2022-03-14,189.52999877929688
2022-03-15,196.61000061035156
2022-03-16,207.02999877929688
2022-03-17,214.8300018310547
2022-03-18,222.7100067138672
2022-03-21,220.86000061035156
2022-03-22,232.38999938964844
2022-03-23,233.3800048828125
2022-03-24,235.7899932861328
2022-03-25,230.32000732421875
2022-03-28,237.92999267578125
2022-03-29,243.99000549316406
2022-03-30,239.89999389648438
2022-03-31,241.27999877929688
2022-04-01,246.2100067138672
2022-04-04,252.11000061035156
2022-04-05,238.61000061035156
2022-04-06,226.07000732421875
2022-04-07,231.9600067138672
2022-04-08,226.7899932861328
2022-04-11,224.32000732421875
2022-04-12,223.0
2022-04-13,241.22999572753906
2022-04-14,230.83999633789062
2022-04-18,223.57000732421875
2022-04-19,228.7899932861328
2022-04-20,221.7100067138672
2022-04-21,211.47000122070312
2022-04-22,206.47000122070312
2022-04-25,216.7899932861328
2022-04-26,207.30999755859375
2022-04-27,204.75999450683594
2022-04-28,213.58999633789062
2022-04-29,202.74000549316406
2022-05-02,208.22999572753906
2022-05-03,204.6999969482422
2022-05-04,208.92999267578125
2022-05-05,190.41000366210938
2022-05-06,172.94000244140625
2022-05-09,153.08999633789062
2022-05-10,150.2899932861328
2022-05-11,136.57000732421875
2022-05-12,137.6300048828125
2022-05-13,153.22999572753906
2022-05-16,140.0800018310547
2022-05-17,141.77999877929688
2022-05-18,128.08999633789062
2022-05-19,132.3000030517578
2022-05-20,136.88999938964844
2022-05-23,138.1699981689453
2022-05-24,127.80999755859375
2022-05-25,132.5800018310547
2022-05-26,142.1300048828125
2022-05-27,160.0
2022-05-31,153.08999633789062
2022-06-01,148.94000244140625
2022-06-02,160.83999633789062
2022-06-03,156.92999267578125
2022-06-06,158.57000732421875
2022-06-07,162.80999755859375
2022-06-08,165.57000732421875
2022-06-09,160.4199981689453
2022-06-10,153.61000061035156
2022-06-13,140.97999572753906
2022-06-14,142.11000061035156
2022-06-15,148.25
2022-06-16,136.02999877929688
2022-06-17,144.22000122070312
2022-06-21,150.25
2022-06-22,149.11000061035156
2022-06-23,162.75999450683594
2022-06-24,170.82000732421875
2022-06-27,164.22999572753906
2022-06-28,154.9199981689453
2022-06-29,154.9499969482422
2022-06-30,149.50999450683594
2022-07-01,155.3699951171875
2022-07-05,166.30999755859375
2022-07-06,163.75
2022-07-07,167.42999267578125
2022-07-08,166.88999938964844
2022-07-11,162.4199981689453
2022-07-12,150.9199981689453
2022-07-13,148.9499969482422
2022-07-14,146.05999755859375
2022-07-15,149.32000732421875
2022-07-18,150.82000732421875
2022-07-19,155.83999633789062
2022-07-20,162.9499969482422
2022-07-21,164.63999938964844
2022-07-22,159.92999267578125
2022-07-25,156.08999633789062
2022-07-26,141.9499969482422
2022-07-27,148.7100067138672
2022-07-28,153.05999755859375
2022-07-29,155.05999755859375
2022-08-01,153.5
2022-08-02,157.77999877929688
2022-08-03,165.2899932861328
2022-08-04,161.99000549316406
2022-08-05,163.4199981689453
2022-08-08,168.14999389648438
2022-08-09,163.41000366210938
2022-08-10,180.41000366210938
2022-08-11,178.7100067138672
2022-08-12,182.63999938964844
2022-08-15,181.7100067138672
2022-08-16,178.60000610351562
2022-08-17,174.35000610351562
2022-08-18,175.30999755859375
2022-08-19,166.22000122070312
2022-08-22,163.0
2022-08-23,165.35000610351562
2022-08-24,165.64999389648438
2022-08-25,167.72000122070312
2022-08-26,161.19000244140625
2022-08-29,158.52999877929688
2022-08-30,160.8800048828125
2022-08-31,159.24000549316406
2022-09-01,145.57000732421875
2022-09-02,145.1199951171875
2022-09-06,145.02999877929688
2022-09-07,147.7100067138672
2022-09-08,154.25
2022-09-09,188.0
2022-09-12,193.60000610351562
2022-09-13,181.22000122070312
2022-09-14,182.97999572753906
2022-09-15,175.99000549316406
2022-09-16,169.49000549316406
2022-09-19,174.57000732421875
2022-09-20,172.67999267578125
2022-09-21,171.8800048828125
2022-09-22,162.55999755859375
2022-09-23,158.69000244140625
2022-09-26,159.75999450683594
2022-09-27,163.2100067138672
2022-09-28,168.77999877929688
2022-09-29,165.88999938964844
2022-09-30,164.3699951171875
2022-10-03,170.50999450683594
2022-10-04,176.0
2022-10-05,180.14999389648438
2022-10-06,182.9199981689453
2022-10-07,170.08999633789062
2022-10-10,157.17999267578125
2022-10-11,148.72999572753906
2022-10-12,147.6300048828125
2022-10-13,145.1300048828125
2022-10-14,135.30999755859375
2022-10-17,145.27999877929688
2022-10-18,149.69000244140625
2022-10-19,148.77000427246094
2022-10-20,150.22999572753906
2022-10-21,150.47999572753906
2022-10-24,148.6699981689453
2022-10-25,157.08999633789062
2022-10-26,151.02999877929688
2022-10-27,153.77000427246094
2022-10-28,153.9600067138672
2022-10-31,154.10000610351562
2022-11-01,150.38999938964844
2022-11-02,138.08999633789062
2022-11-03,131.07000732421875
2022-11-04,121.0
2022-11-07,117.36000061035156
2022-11-08,119.93000030517578
2022-11-09,116.25
2022-11-10,133.1199951171875
2022-11-11,142.19000244140625
2022-11-14,136.85000610351562
2022-11-15,147.25999450683594
2022-11-16,140.35000610351562
2022-11-17,136.75
2022-11-18,138.72999572753906
2022-11-21,135.9199981689453
2022-11-22,136.75999450683594
2022-11-23,140.0800018310547
2022-11-25,138.75
2022-11-28,136.72000122070312
2022-11-29,134.85000610351562
2022-11-30,133.4499969482422
2022-12-01,144.5
2022-12-02,128.99000549316406
2022-12-05,120.79000091552734
2022-12-06,115.97000122070312
2022-12-07,114.23999786376953
2022-12-08,119.52999877929688
2022-12-09,117.20999908447266
2022-12-12,121.23999786376953
2022-12-13,123.76000213623047
2022-12-14,123.13999938964844
2022-12-15,117.16999816894531
2022-12-16,114.20999908447266
2022-12-19,112.2699966430664
2022-12-20,113.54000091552734
2022-12-21,112.7699966430664
2022-12-22,109.36000061035156
2022-12-23,108.77999877929688
2022-12-27,107.56999969482422
2022-12-28,107.86000061035156
2022-12-29,111.87000274658203
2022-12-30,111.9000015258789
2023-01-03,110.19000244140625
2023-01-04,111.58999633789062
2023-01-05,104.38999938964844
2023-01-06,103.95999908447266
2023-01-09,104.75
2023-01-10,104.97000122070312
2023-01-11,108.05000305175781
2023-01-12,104.66000366210938
2023-01-13,107.30000305175781
2023-01-17,113.51000213623047
2023-01-18,113.02999877929688
2023-01-19,110.37000274658203
2023-01-20,117.12000274658203
2023-01-23,123.76000213623047
2023-01-24,122.6500015258789
2023-01-25,119.91000366210938
2023-01-26,125.19000244140625
2023-01-27,127.5199966430664
2023-01-30,122.5999984741211
2023-01-31,124.16000366210938
2023-02-01,131.52000427246094
2023-02-02,141.35000610351562
2023-02-03,134.99000549316406
2023-02-06,133.0500030517578
2023-02-07,138.05999755859375
2023-02-08,137.6300048828125
2023-02-09,139.05999755859375
2023-02-10,133.8699951171875
2023-02-13,133.8699951171875
2023-02-14,136.19000244140625
2023-02-15,142.77000427246094
2023-02-16,132.92999267578125
2023-02-17,132.35000610351562
2023-02-21,127.83999633789062
2023-02-22,132.16000366210938
2023-02-23,133.5
2023-02-24,130.8800048828125
2023-02-27,131.83999633789062
2023-02-28,131.14999389648438
2023-03-01,128.44000244140625
2023-03-02,134.1300048828125
2023-03-03,119.23999786376953
2023-03-06,119.80999755859375
2023-03-07,117.87999725341797
2023-03-08,114.94999694824219
2023-03-09,110.44999694824219
2023-03-10,105.44999694824219
2023-03-13,109.86000061035156
2023-03-14,107.97000122070312
2023-03-15,107.66999816894531
2023-03-16,108.12999725341797
2023-03-17,105.48999786376953
2023-03-20,105.45999908447266
2023-03-21,113.0199966430664
2023-03-22,108.86000061035156
2023-03-23,112.55999755859375
2023-03-24,111.93000030517578
2023-03-27,111.87000274658203
2023-03-28,110.25
2023-03-29,110.69999694824219
2023-03-30,112.22000122070312
2023-03-31,116.83000183105469
2023-04-03,112.9000015258789
2023-04-04,110.51000213623047
2023-04-05,101.30000305175781
2023-04-06,103.73999786376953
2023-04-10,104.94999694824219
2023-04-11,105.95999908447266
2023-04-12,105.87000274658203
2023-04-13,107.38999938964844
2023-04-14,105.44999694824219
2023-04-17,105.58999633789062
2023-04-18,103.55999755859375
2023-04-19,102.95999908447266
2023-04-20,100.48999786376953
2023-04-21,101.70999908447266
2023-04-24,100.66000366210938
2023-04-25,92.31999969482422
2023-04-26,93.06999969482422
2023-04-27,93.41999816894531
2023-04-28,90.0999984741211
2023-05-01,88.73999786376953
2023-05-02,87.0
2023-05-03,87.37000274658203
2023-05-04,87.73999786376953
2023-05-05,89.45999908447266
2023-05-08,107.91999816894531
2023-05-09,110.04499816894531
2023-05-10,116.79000091552734
2023-05-11,115.41999816894531
2023-05-12,114.33000183105469
2023-05-15,120.80999755859375
2023-05-16,118.3499984741211
2023-05-17,118.7699966430664
2023-05-18,123.95999908447266
2023-05-19,125.2699966430664
2023-05-22,128.86000061035156
2023-05-23,124.47000122070312
2023-05-24,126.52999877929688
2023-05-25,126.69000244140625
2023-05-26,130.6199951171875
2023-05-30,134.72000122070312
2023-05-31,135.47999572753906
2023-06-01,135.08999633789062
2023-06-02,142.38999938964844
2023-06-05,148.0500030517578
2023-06-06,152.99000549316406
2023-06-07,144.9199981689453
2023-06-08,148.82000732421875
2023-06-09,150.83999633789062
2023-06-12,155.97999572753906
2023-06-13,157.58999633789062
2023-06-14,157.5500030517578
2023-06-15,158.33999633789062
2023-06-16,154.00999450683594
2023-06-20,148.66000366210938
2023-06-21,144.85000610351562
2023-06-22,144.83999633789062
2023-06-23,142.6999969482422
2023-06-26,141.7100067138672
2023-06-27,144.66000366210938
2023-06-28,144.11000061035156
2023-06-29,144.83999633789062
2023-06-30,146.3000030517578
2023-07-03,146.58999633789062
2023-07-05,146.97000122070312
2023-07-06,141.74000549316406
2023-07-07,143.17999267578125
2023-07-10,154.27000427246094
2023-07-11,147.38999938964844
2023-07-12,137.67999267578125
2023-07-13,145.13999938964844
2023-07-14,145.42999267578125
2023-07-17,151.82000732421875
2023-07-18,154.80999755859375
2023-07-19,161.0399932861328
2023-07-20,147.89999389648438
2023-07-21,149.00999450683594
2023-07-24,148.3300018310547
2023-07-25,155.2100067138672
2023-07-26,156.6199951171875
2023-07-27,155.25
2023-07-28,157.49000549316406
2023-07-31,160.3800048828125
2023-08-01,162.8000030517578
2023-08-02,150.5399932861328
2023-08-03,150.77000427246094
2023-08-04,146.16000366210938
2023-08-07,145.33999633789062
2023-08-08,138.69000244140625
2023-08-09,140.3000030517578
2023-08-10,144.3000030517578
2023-08-11,142.9499969482422
2023-08-14,144.91000366210938
2023-08-15,142.7100067138672
2023-08-16,140.1300048828125
2023-08-17,135.64999389648438
2023-08-18,136.2100067138672
2023-08-21,142.77999877929688
2023-08-22,141.89999389648438
2023-08-23,145.47000122070312
2023-08-24,139.74000549316406
2023-08-25,142.75999450683594
2023-08-28,141.33999633789062
2023-08-29,144.38999938964844
2023-08-30,147.27999877929688
2023-08-31,156.0500030517578
2023-09-01,158.3800048828125
2023-09-05,162.74000549316406
2023-09-06,158.35000610351562
2023-09-07,161.02000427246094
2023-09-08,160.77000427246094
2023-09-11,165.0500030517578
2023-09-12,160.22000122070312
2023-09-13,158.39999389648438
2023-09-14,159.22999572753906
2023-09-15,156.10000610351562
2023-09-18,154.72000122070312
2023-09-19,155.0500030517578
2023-09-20,154.22999572753906
2023-09-21,148.7899932861328
2023-09-22,151.7100067138672
2023-09-25,148.97000122070312
2023-09-26,148.02999877929688
2023-09-27,148.8699951171875
2023-09-28,150.9199981689453
2023-09-29,155.58999633789062
2023-10-02,160.88999938964844
2023-10-03,151.4600067138672
2023-10-04,155.1199951171875
2023-10-05,153.3000030517578
2023-10-06,163.58999633789062
2023-10-09,168.86000061035156
2023-10-10,171.8800048828125
2023-10-11,173.0500030517578
2023-10-12,170.64999389648438
2023-10-13,168.52000427246094
2023-10-16,172.2100067138672
2023-10-17,172.2899932861328
2023-10-18,170.39999389648438
2023-10-19,169.07000732421875
2023-10-20,162.19000244140625
2023-10-23,162.47999572753906
2023-10-24,164.7899932861328
2023-10-25,157.61000061035156
2023-10-26,154.61000061035156
2023-10-27,154.3699951171875
2023-10-30,156.80999755859375
2023-10-31,158.69000244140625
2023-11-01,156.64999389648438
2023-11-02,159.19000244140625
2023-11-03,164.3699951171875
2023-11-06,163.47000122070312
2023-11-07,171.38999938964844
2023-11-08,173.9600067138672
2023-11-09,170.6999969482422
2023-11-10,175.0399932861328
2023-11-13,178.1699981689453
2023-11-14,187.08999633789062
2023-11-15,184.55999755859375
2023-11-16,186.17999267578125
2023-11-17,187.47000122070312
2023-11-20,191.9600067138672
2023-11-21,191.36000061035156
2023-11-22,190.63999938964844
2023-11-24,193.08999633789062
2023-11-27,191.91000366210938
2023-11-28,193.85000610351562
2023-11-29,199.83999633789062
2023-11-30,197.52999877929688
2023-12-01,198.02999877929688
2023-12-04,198.25999450683594
2023-12-05,198.91000366210938
2023-12-06,197.91000366210938
2023-12-07,200.0500030517578
2023-12-08,198.8000030517578
2023-12-11,205.47000122070312
2023-12-12,210.75999450683594
2023-12-13,215.4499969482422
2023-12-14,216.39999389648438
2023-12-15,221.66000366210938
2023-12-18,222.5500030517578
2023-12-19,224.0399932861328
2023-12-20,218.72999572753906
2023-12-21,221.3300018310547
2023-12-22,221.67999267578125
2023-12-26,224.58999633789062
2023-12-27,225.02000427246094
2023-12-28,224.44000244140625
2023-12-29,221.55999755859375
2024-01-02,212.3699951171875
2024-01-03,210.24000549316406
2024-01-04,210.3300018310547
2024-01-05,209.80999755859375
2024-01-08,218.10000610351562
2024-01-09,226.25999450683594
2024-01-10,225.39999389648438
2024-01-11,228.52000427246094
2024-01-12,230.77000427246094
2024-01-16,232.17999267578125
2024-01-17,225.3300018310547
2024-01-18,227.91000366210938
2024-01-19,231.2899932861328
2024-01-22,240.85000610351562
2024-01-23,242.58999633789062
2024-01-24,241.3800048828125
2024-01-25,238.3000030517578
2024-01-26,236.8300018310547
2024-01-29,245.0500030517578
2024-01-30,241.1199951171875
2024-01-31,235.6699981689453
2024-02-01,238.05999755859375
2024-02-02,244.0
2024-02-05,232.0500030517578
2024-02-06,234.72999572753906
2024-02-07,244.66000366210938
2024-02-08,249.41000366210938
2024-02-09,254.92999267578125
2024-02-12,253.86000061035156
2024-02-13,242.8000030517578
2024-02-14,253.27000427246094
2024-02-15,253.16000366210938
2024-02-16,252.75
2024-02-20,249.0399932861328
2024-02-21,213.9199981689453
2024-02-22,226.14999389648438
2024-02-23,235.22999572753906
2024-02-26,241.6999969482422
2024-02-27,242.49000549316406
2024-02-28,237.2899932861328
2024-02-29,241.97000122070312
2024-03-01,219.22999572753906
2024-03-04,214.22000122070312
2024-03-05,206.36000061035156
2024-03-06,202.4199981689453
2024-03-07,201.27000427246094
2024-03-08,198.69000244140625
2024-03-11,200.74000549316406
2024-03-12,201.24000549316406
2024-03-13,201.42999267578125
2024-03-14,198.8300018310547
2024-03-15,194.02999877929688
2024-03-18,195.94000244140625
2024-03-19,195.24000549316406
2024-03-20,197.3000030517578
2024-03-21,198.07000732421875
2024-03-22,194.9499969482422
2024-03-25,194.07000732421875
2024-03-26,195.6300048828125
2024-03-27,193.47999572753906
2024-03-28,192.6300048828125
2024-04-01,192.1300048828125
2024-04-02,188.74000549316406
2024-04-03,186.30999755859375
2024-04-04,182.00999450683594
2024-04-05,183.33999633789062
2024-04-08,183.7100067138672
2024-04-09,188.5
2024-04-10,183.9499969482422
2024-04-11,184.77999877929688
2024-04-12,181.41000366210938
2024-04-15,174.85000610351562
2024-04-16,174.32000732421875
2024-04-17,172.9600067138672
2024-04-18,172.97000122070312
2024-04-19,169.2100067138672
2024-04-22,170.97000122070312
2024-04-23,176.9199981689453
2024-04-24,177.4600067138672
2024-04-25,174.80999755859375
2024-04-26,177.0500030517578
2024-04-29,179.0399932861328
2024-04-30,172.94000244140625
2024-05-01,172.30999755859375
2024-05-02,176.3699951171875
2024-05-03,177.11000061035156
2024-05-06,178.13999938964844
2024-05-07,176.88999938964844
2024-05-08,171.0
2024-05-09,171.9600067138672
2024-05-10,174.6199951171875
2024-05-13,175.0
2024-05-14,176.82000732421875
2024-05-15,181.1300048828125
2024-05-16,179.30999755859375
2024-05-17,178.86000061035156
2024-05-20,180.60000610351562
2024-05-21,176.97999572753906
2024-05-22,174.16000366210938
2024-05-23,171.91000366210938
2024-05-24,171.63999938964844
2024-05-28,164.16000366210938
2024-05-29,164.3699951171875
2024-05-30,156.64999389648438
2024-05-31,169.9600067138672
2024-06-03,169.02000427246094
2024-06-04,169.13999938964844
2024-06-05,174.57000732421875
2024-06-06,178.92999267578125
2024-06-07,180.99000549316406
2024-06-10,183.91000366210938
2024-06-11,187.64999389648438
2024-06-12,188.8300018310547
2024-06-13,181.0500030517578
2024-06-14,184.22000122070312
2024-06-17,184.3800048828125
2024-06-18,179.41000366210938
2024-06-20,178.5800018310547
2024-06-21,179.5500030517578
2024-06-24,181.05999755859375
2024-06-25,182.52000427246094
2024-06-26,178.9199981689453
2024-06-27,189.1999969482422
2024-06-28,192.19000244140625
2024-07-01,198.6199951171875
2024-07-02,196.66000366210938
2024-07-03,198.39999389648438
2024-07-05,201.64999389648438
2024-07-08,201.6300048828125
2024-07-09,197.36000061035156
2024-07-10,197.3699951171875
2024-07-11,195.9199981689453
2024-07-12,201.89999389648438
2024-07-15,204.47000122070312
2024-07-16,203.1199951171875
2024-07-17,194.92999267578125
2024-07-18,190.3699951171875
2024-07-19,188.5399932861328
2024-07-22,188.41000366210938
2024-07-23,191.07000732421875
2024-07-24,181.82000732421875
2024-07-25,182.0
2024-07-26,181.36000061035156
2024-07-29,181.14999389648438
2024-07-30,176.75
2024-07-31,179.35000610351562
2024-08-01,174.44000244140625
2024-08-02,169.52000427246094
2024-08-05,165.22999572753906
2024-08-06,165.75
2024-08-07,166.1999969482422
2024-08-08,171.7100067138672
2024-08-09,174.36000061035156
2024-08-12,172.5500030517578
2024-08-13,178.49000549316406
2024-08-14,183.97999572753906
2024-08-15,190.33999633789062
2024-08-16,192.89999389648438
2024-08-19,195.5
2024-08-20,197.14999389648438
2024-08-21,200.47000122070312
2024-08-22,197.77999877929688
2024-08-23,199.42999267578125
2024-08-26,197.82000732421875
2024-08-27,197.22000122070312
2024-08-28,193.97000122070312
2024-08-29,197.25
2024-08-30,199.97999572753906
2024-09-03,193.19000244140625
2024-09-04,157.1300048828125
2024-09-05,162.25
2024-09-06,156.77999877929688
2024-09-09,159.16000366210938
2024-09-10,155.89999389648438
2024-09-11,161.7100067138672
2024-09-12,166.7100067138672
2024-09-13,170.05999755859375
2024-09-16,171.77999877929688
2024-09-17,170.32000732421875
2024-09-18,168.52000427246094
2024-09-19,172.5800018310547
2024-09-20,172.7100067138672
2024-09-23,174.7899932861328
2024-09-24,174.14999389648438
2024-09-25,171.75
2024-09-26,170.92999267578125
2024-09-27,171.77000427246094
2024-09-30,170.94000244140625
2024-10-01,166.99000549316406
2024-10-02,169.69000244140625
2024-10-03,169.6300048828125
2024-10-04,173.92999267578125
2024-10-07,172.1300048828125
2024-10-08,176.92999267578125
2024-10-09,185.97000122070312
2024-10-10,195.5
2024-10-11,198.25999450683594
2024-10-14,196.74000549316406
2024-10-15,195.16000366210938
2024-10-16,191.5500030517578
2024-10-17,188.75999450683594
2024-10-18,190.00999450683594
2024-10-21,187.9600067138672
2024-10-22,186.16000366210938
2024-10-23,181.00999450683594
2024-10-24,183.92999267578125
2024-10-25,184.9600067138672
2024-10-28,187.0
2024-10-29,189.85000610351562
2024-10-30,186.77999877929688
2024-10-31,180.7899932861328
2024-11-01,182.58999633789062
2024-11-04,184.89999389648438
2024-11-05,186.91000366210938
2024-11-06,193.02999877929688
2024-11-07,196.7100067138672
2024-11-08,195.72999572753906
2024-11-11,199.5399932861328
2024-11-12,209.0399932861328
2024-11-13,209.85000610351562
2024-11-14,208.5
2024-11-15,201.47000122070312
2024-11-18,202.85000610351562
2024-11-19,204.36000061035156
2024-11-20,200.94000244140625
2024-11-21,207.3000030517578
2024-11-22,210.9600067138672
2024-11-25,210.4199981689453
2024-11-26,210.3000030517578
2024-11-27,204.9600067138672
2024-11-29,206.58999633789062
2024-12-02,208.50999450683594
2024-12-03,198.63999938964844
2024-12-04,206.36000061035156
2024-12-05,205.61000061035156
2024-12-06,211.99000549316406
2024-12-09,206.1300048828125
2024-12-10,201.38999938964844
2024-12-11,207.9199981689453
2024-12-12,206.36000061035156
2024-12-13,198.5399932861328
2024-12-16,204.41000366210938
2024-12-17,200.4499969482422
2024-12-18,185.69000244140625
2024-12-19,183.2100067138672
2024-12-20,187.3800048828125
2024-12-23,185.94000244140625
2024-12-24,187.25999450683594
2024-12-26,187.6300048828125
2024-12-27,184.55999755859375
2024-12-30,183.1300048828125
2024-12-31,180.41000366210938
2025-01-02,181.66000366210938
2025-01-03,185.83999633789062
2025-01-06,188.7100067138672
2025-01-07,183.89999389648438
2025-01-08,187.27999877929688
2025-01-10,189.97999572753906
2025-01-13,186.49000549316406
2025-01-14,184.69000244140625
2025-01-15,189.99000549316406
2025-01-16,187.5500030517578
2025-01-17,187.5800018310547
2025-01-21,191.80999755859375
2025-01-22,192.92999267578125
2025-01-23,192.6999969482422
2025-01-24,193.47000122070312
2025-01-27,191.24000549316406
2025-01-28,204.67999267578125
2025-01-29,201.6300048828125
2025-01-30,202.8300018310547
2025-01-31,202.58999633789062
2025-02-03,200.0
2025-02-04,203.72999572753906
2025-02-05,204.99000549316406
2025-02-06,204.22999572753906
2025-02-07,205.52999877929688
2025-02-10,212.52999877929688
2025-02-11,209.24000549316406
2025-02-12,211.13999938964844
2025-02-13,214.83999633789062
2025-02-14,212.6999969482422
2025-02-18,216.8699951171875
2025-02-19,214.6699981689453
2025-02-20,206.97000122070312
2025-02-21,198.55999755859375
2025-02-24,197.0500030517578
2025-02-25,193.0399932861328
2025-02-26,195.82000732421875
2025-02-27,192.02999877929688
2025-02-28,196.22999572753906
2025-03-03,188.7899932861328
2025-03-04,193.82000732421875
2025-03-05,196.4499969482422
2025-03-06,202.16000366210938
2025-03-07,208.75999450683594
2025-03-10,194.69000244140625
2025-03-11,199.36000061035156
2025-03-12,197.7899932861328
2025-03-13,189.5800018310547
2025-03-14,197.80999755859375
2025-03-17,202.64999389648438
2025-03-18,201.58999633789062
2025-03-19,203.9499969482422
2025-03-20,203.5500030517578
2025-03-21,205.1999969482422
2025-03-24,209.8699951171875
2025-03-25,215.72999572753906
2025-03-26,211.5500030517578
2025-03-27,209.4499969482422
2025-03-28,207.13999938964844
2025-03-31,198.4199981689453
2025-04-01,201.07000732421875
2025-04-02,207.0399932861328
2025-04-03,192.2100067138672
2025-04-04,174.6699981689453
2025-04-07,180.05499267578125
2025-04-08,177.0399932861328
2025-04-09,202.1199951171875
2025-04-10,195.36000061035156
2025-04-11,198.0800018310547
2025-04-14,199.44000244140625
2025-04-15,204.63999938964844
2025-04-16,202.8699951171875
2025-04-17,201.08999633789062
2025-04-21,193.6999969482422
2025-04-22,196.52000427246094
2025-04-23,200.58999633789062
2025-04-24,210.13999938964844
2025-04-25,215.5800018310547
2025-04-28,219.86000061035156
2025-04-29,223.85000610351562
2025-04-30,226.1699981689453
2025-05-01,227.05999755859375
2025-05-02,230.47000122070312
2025-05-05,232.97999572753906
2025-05-06,233.10000610351562
2025-05-07,233.5399932861328
2025-05-08,233.14999389648438
2025-05-09,233.05999755859375
2025-05-12,241.47999572753906
2025-05-13,245.0
2025-05-14,244.4499969482422
2025-05-15,245.9199981689453
2025-05-16,251.5
2025-05-19,252.57000732421875
2025-05-20,251.9499969482422
2025-05-21,248.72000122070312
2025-05-22,252.82000732421875
2025-05-23,254.10000610351562
2025-05-27,257.29998779296875
2025-05-28,253.64999389648438
2025-05-29,251.11000061035156
2025-05-30,275.70001220703125
2025-06-02,293.17999267578125
2025-06-03,295.0299987792969
2025-06-04,296.8500061035156
2025-06-05,300.8800048828125
2025-06-06,303.0299987792969
2025-06-09,299.8999938964844
2025-06-10,297.9700012207031
2025-06-11,299.8599853515625
2025-06-12,301.42999267578125
2025-06-13,301.95001220703125
2025-06-16,305.0199890136719
2025-06-17,307.30999755859375
2025-06-18,305.4100036621094
2025-06-20,302.94000244140625
2025-06-23,310.4599914550781
2025-06-24,308.4599914550781
2025-06-25,311.9800109863281
2025-06-26,313.8500061035156
2025-06-27,315.32000732421875
2025-06-30,313.94000244140625
2025-07-01,307.32000732421875
2025-07-02,309.3299865722656
2025-07-03,314.7699890136719
2025-07-07,315.45001220703125
2025-07-08,312.44000244140625
2025-07-09,316.5
2025-07-10,296.17999267578125
2025-07-11,289.739990234375
2025-07-14,291.1400146484375
2025-07-15,288.8999938964844
2025-07-16,287.760009765625
2025-07-17,286.2900085449219
2025-07-18,288.7200012207031
2025-07-21,288.42999267578125
2025-07-22,285.7099914550781
2025-07-23,283.3699951171875
2025-07-24,284.29998779296875
2025-07-25,286.18499755859375
2025-07-28,289.0400085449219
2025-07-29,290.07000732421875
2025-07-30,287.7300109863281
2025-07-31,285.55999755859375
2025-08-01,280.2699890136719
2025-08-04,285.8599853515625
2025-08-05,281.9599914550781
2025-08-06,289.32000732421875
2025-08-07,272.5
2025-08-08,269.69500732421875
2025-08-11,271.17999267578125
2025-08-12,275.42999267578125
2025-08-13,277.7699890136719
2025-08-14,270.989990234375
2025-08-15,274.9700012207031
2025-08-18,277.0299987792969
2025-08-19,274.9200134277344
2025-08-20,273.80499267578125
2025-08-21,270.3500061035156
2025-08-22,272.5150146484375
2025-08-25,269.6600036621094
2025-08-26,267.67999267578125
2025-08-27,273.07000732421875
2025-08-28,280.4200134277344
2025-08-29,277.04998779296875
2025-09-02,274.57000732421875
2025-09-03,270.5799865722656
2025-09-04,268.25
2025-09-05,274.20001220703125
2025-09-08,281.6000061035156
2025-09-09,282.2900085449219
2025-09-10,278.7900085449219
2025-09-11,286.6600036621094
2025-09-12,283.19000244140625
2025-09-15,285.6600036621094
2025-09-16,281.9599914550781
2025-09-17,279.4599914550781
2025-09-18,291.1099853515625
2025-09-19,294.2699890136719
2025-09-22,291.57000732421875
2025-09-23,289.2900085449219
2025-09-24,284.4200134277344
2025-09-25,286.6600036621094
2025-09-26,294.6499938964844
