Date,Close
2026-04-14,18.360000610351562
2026-04-15,18.170000076293945
2026-04-16,17.940000534057617
2026-04-17,17.479999542236328
2026-04-20,18.8700008392334
2026-04-21,19.5
2026-04-22,18.920000076293945
2026-04-23,19.309999465942383
2026-04-24,18.709999084472656
2026-04-27,18.020000457763672
2026-04-28,17.829999923706055
2026-04-29,18.809999465942383
2026-04-30,16.889999389648438
2026-05-01,16.989999771118164
2026-05-04,18.290000915527344
2026-05-05,17.3799991607666
2026-05-06,17.389999389648438
2026-05-07,17.079999923706055
2026-05-08,17.190000534057617
2026-05-11,18.3799991607666
2026-05-12,17.989999771118164
2026-05-13,17.8700008392334
2026-05-14,17.260000228881836
2026-05-15,18.43000030517578
2026-05-18,17.81999969482422
2026-05-19,18.059999465942383
2026-05-20,17.440000534057617
2026-05-21,16.760000228881836
2026-05-22,16.700000762939453
2026-05-25,16.59000015258789
2026-05-26,17.010000228881836
2026-05-27,16.290000915527344
2026-05-28,15.739999771118164
2026-05-29,15.319999694824219
2026-06-01,16.049999237060547
2026-06-02,15.770000457763672
2026-06-03,16.059999465942383
2026-06-04,15.399999618530273
2026-06-05,21.510000228881836
2026-06-08,18.920000076293945
2026-06-09,19.8700008392334
2026-06-10,22.219999313354492
2026-06-11,19.440000534057617
2026-06-12,17.68000030517578
2026-06-15,16.200000762939453
2026-06-16,16.40999984741211
2026-06-17,18.440000534057617
2026-06-18,16.399999618530273
